date,product_id,product_category,region,daily_sales,price,promotion,weekday
2024-05-05,1003,Household,Semi-Urban,825,1.003579592,1,6
2024-05-06,1002,Dairy,Semi-Urban,1113,4.212540337,1,0
2024-05-07,1003,Household,Semi-Urban,600,8.405428361,0,1
2024-05-08,1001,Beverages,Rural,216,8.210555164,1,2
2024-05-09,1002,Dairy,Urban,485,5.307877276,0,3
2024-05-10,1001,Beverages,Semi-Urban,1467,8.250626857,1,4
2024-05-11,1005,Snacks,Urban,683,3.448125528,0,5
2024-05-12,1002,Dairy,Semi-Urban,494,8.842461456,1,6
2024-05-13,1005,Snacks,Rural,1187,16.24473225,0,0
2024-05-14,1002,Dairy,Rural,1840,10.1023312,1,1
2024-05-15,1004,Personal Care,Urban,820,1.34200169,0,2
2024-05-16,1003,Household,Rural,171,9.00743679,1,3
2024-05-17,1004,Personal Care,Rural,1912,1.516325306,1,4
2024-05-18,1005,Snacks,Urban,373,19.3586248,1,5
2024-05-19,1003,Household,Semi-Urban,1443,3.421625229,1,6
2024-05-20,1002,Dairy,Rural,437,14.4460782,1,0
2024-05-21,1003,Household,Urban,1489,19.48275013,1,1
2024-05-22,1001,Beverages,Rural,1618,16.69474198,1,2
2024-05-23,1003,Household,Rural,706,14.28699213,1,3
2024-05-24,1001,Beverages,Rural,265,16.94975728,1,4
2024-05-25,1003,Household,Rural,1667,19.65417517,0,5
2024-05-26,1001,Beverages,Urban,110,12.80554545,0,6
2024-05-27,1005,Snacks,Urban,1424,11.62451133,1,0
2024-05-28,1004,Personal Care,Urban,828,12.9365241,0,1
2024-05-29,1002,Dairy,Rural,900,11.12084185,1,2
2024-05-30,1003,Household,Rural,201,13.06669301,1,3
2024-05-31,1004,Personal Care,Rural,1548,9.547001951,0,4
2024-06-01,1002,Dairy,Urban,1515,5.150420475,1,5
2024-06-02,1002,Dairy,Rural,878,3.284697304,1,6
2024-06-03,1001,Beverages,Semi-Urban,313,2.298477775,0,0
2024-06-04,1005,Snacks,Rural,1814,6.002999891,0,1
2024-06-05,1005,Snacks,Semi-Urban,1211,1.876347722,1,2
2024-06-06,1004,Personal Care,Rural,1676,11.77624482,0,3
2024-06-07,1005,Snacks,Urban,500,6.392740493,0,4
2024-06-08,1003,Household,Rural,687,16.66616135,1,5
2024-06-09,1005,Snacks,Semi-Urban,988,2.410576587,0,6
2024-06-10,1004,Personal Care,Semi-Urban,1169,5.300678392,0,0
2024-06-11,1005,Snacks,Rural,1795,14.87467679,1,1
2024-06-12,1003,Household,Semi-Urban,1586,12.37735763,0,2
2024-06-13,1001,Beverages,Semi-Urban,691,2.225334154,0,3
2024-06-14,1004,Personal Care,Urban,1433,17.66754969,1,4
2024-06-15,1001,Beverages,Rural,1209,17.66797349,1,5
2024-06-16,1001,Beverages,Rural,191,7.277752074,1,6
2024-06-17,1001,Beverages,Rural,1783,7.467711024,0,0
2024-06-18,1002,Dairy,Semi-Urban,772,19.79153881,1,1
2024-06-19,1002,Dairy,Rural,813,12.89734726,1,2
2024-06-20,1001,Beverages,Rural,1035,11.09501389,0,3
2024-06-21,1004,Personal Care,Urban,341,16.92489149,1,4
2024-06-22,1003,Household,Urban,1988,6.420516429,1,5
2024-06-23,1003,Household,Urban,101,9.154469275,1,6
2024-06-24,1005,Snacks,Semi-Urban,324,6.087756834,1,0
2024-06-25,1004,Personal Care,Rural,900,15.99405609,0,1
2024-06-26,1002,Dairy,Urban,1868,11.89363757,1,2
2024-06-27,1001,Beverages,Urban,688,13.51767633,1,3
2024-06-28,1005,Snacks,Urban,215,5.793837747,0,4
2024-06-29,1003,Household,Rural,1789,5.184280726,1,5
2024-06-30,1002,Dairy,Rural,1017,10.27911795,0,6
2024-07-01,1002,Dairy,Rural,1226,15.01374923,0,0
2024-07-02,1001,Beverages,Semi-Urban,293,10.97955539,0,1
2024-07-03,1003,Household,Semi-Urban,1289,1.620267873,1,2
2024-07-04,1004,Personal Care,Urban,970,17.50247862,0,3
2024-07-05,1002,Dairy,Rural,189,2.229050977,0,4
2024-07-06,1001,Beverages,Urban,1809,19.16066519,0,5
2024-07-07,1004,Personal Care,Rural,221,1.477697207,1,6
2024-07-08,1003,Household,Rural,242,14.19455867,1,0
2024-07-09,1002,Dairy,Rural,1093,2.561934211,1,1
2024-07-10,1004,Personal Care,Semi-Urban,205,18.30285501,1,2
2024-07-11,1004,Personal Care,Semi-Urban,986,9.824231488,1,3
2024-07-12,1004,Personal Care,Rural,527,3.612951722,1,4
2024-07-13,1002,Dairy,Urban,1428,7.475498296,1,5
2024-07-14,1002,Dairy,Rural,1995,4.131668832,0,6
2024-07-15,1005,Snacks,Rural,416,4.24105632,0,0
2024-07-16,1003,Household,Urban,734,19.01405808,0,1
2024-07-17,1001,Beverages,Rural,108,9.459676133,0,2
2024-07-18,1004,Personal Care,Urban,873,15.98724301,1,3
2024-07-19,1005,Snacks,Semi-Urban,1196,13.15250566,0,4
2024-07-20,1001,Beverages,Semi-Urban,1482,13.85210088,0,5
2024-07-21,1005,Snacks,Urban,322,3.502175331,0,6
2024-07-22,1002,Dairy,Semi-Urban,1539,5.449504489,0,0
2024-07-23,1004,Personal Care,Semi-Urban,652,15.94825637,1,1
2024-07-24,1001,Beverages,Urban,1493,19.44455792,1,2
2024-07-25,1001,Beverages,Semi-Urban,815,5.990837209,1,3
2024-07-26,1001,Beverages,Rural,1387,6.15980653,0,4
2024-07-27,1001,Beverages,Rural,1963,9.985045523,1,5
2024-07-28,1001,Beverages,Urban,1813,19.69296594,0,6
2024-07-29,1005,Snacks,Semi-Urban,1983,6.110219971,1,0
2024-07-30,1004,Personal Care,Rural,1441,8.732466283,1,1
2024-07-31,1002,Dairy,Rural,1207,17.9381203,1,2
2024-08-01,1002,Dairy,Semi-Urban,1441,1.05549962,1,3
2024-08-02,1002,Dairy,Semi-Urban,210,1.755553335,1,4
2024-08-03,1002,Dairy,Rural,350,12.47736186,0,5
2024-08-04,1005,Snacks,Rural,482,18.24022313,1,6
2024-08-05,1003,Household,Urban,106,5.538276548,0,0
2024-08-06,1004,Personal Care,Urban,558,9.923193719,0,1
2024-08-07,1001,Beverages,Rural,1207,9.558840731,0,2
2024-08-08,1003,Household,Urban,307,9.986455576,0,3
2024-08-09,1002,Dairy,Rural,999,12.82787422,0,4
2024-08-10,1003,Household,Rural,1513,9.925131497,1,5
2024-08-11,1004,Personal Care,Urban,1437,9.501894685,1,6
2024-08-12,1001,Beverages,Urban,121,10.01147999,1,0
2024-08-13,1001,Beverages,Semi-Urban,509,12.22648138,1,1
2024-08-14,1004,Personal Care,Semi-Urban,994,11.20314228,0,2
2024-08-15,1004,Personal Care,Semi-Urban,614,17.22858396,1,3
2024-08-16,1002,Dairy,Rural,1250,1.940440216,1,4
2024-08-17,1001,Beverages,Urban,908,16.83302436,0,5
2024-08-18,1003,Household,Rural,1823,17.03456764,0,6
2024-08-19,1005,Snacks,Urban,973,6.413252409,1,0
2024-08-20,1005,Snacks,Rural,113,9.794187145,1,1
2024-08-21,1004,Personal Care,Semi-Urban,1070,9.332231282,0,2
2024-08-22,1002,Dairy,Semi-Urban,1077,5.151686853,1,3
2024-08-23,1005,Snacks,Semi-Urban,1113,8.539140095,1,4
2024-08-24,1001,Beverages,Rural,1135,1.843367671,1,5
2024-08-25,1004,Personal Care,Urban,186,6.278619383,1,6
2024-08-26,1003,Household,Urban,1647,16.51696133,0,0
2024-08-27,1004,Personal Care,Semi-Urban,1008,6.406683733,0,1
2024-08-28,1003,Household,Semi-Urban,1660,16.54592671,0,2
2024-08-29,1004,Personal Care,Semi-Urban,1424,11.10038983,1,3
2024-08-30,1004,Personal Care,Semi-Urban,1366,17.71739087,1,4
2024-08-31,1004,Personal Care,Urban,221,11.92081153,1,5
2024-09-01,1003,Household,Rural,1270,1.563696238,1,6
2024-09-02,1003,Household,Rural,1690,13.83298394,1,0
2024-09-03,1004,Personal Care,Rural,849,1.852217792,0,1
2024-09-04,1005,Snacks,Rural,1479,9.561343361,1,2
2024-09-05,1002,Dairy,Semi-Urban,784,18.65910719,1,3
2024-09-06,1002,Dairy,Semi-Urban,1856,4.138874847,0,4
2024-09-07,1002,Dairy,Semi-Urban,1754,8.407574706,1,5
2024-09-08,1003,Household,Rural,408,14.86734587,0,6
2024-09-09,1003,Household,Semi-Urban,794,17.76291257,0,0
2024-09-10,1005,Snacks,Semi-Urban,387,13.74791709,0,1
2024-09-11,1002,Dairy,Urban,406,5.90529183,0,2
2024-09-12,1002,Dairy,Urban,1935,13.81754921,0,3
2024-09-13,1004,Personal Care,Semi-Urban,1717,6.637825181,1,4
2024-09-14,1003,Household,Urban,1013,14.65015537,0,5
2024-09-15,1002,Dairy,Urban,1846,19.12662942,0,6
2024-09-16,1005,Snacks,Semi-Urban,761,14.70647557,1,0
2024-09-17,1005,Snacks,Semi-Urban,648,17.39472956,1,1
2024-09-18,1002,Dairy,Semi-Urban,1475,1.03997302,0,2
2024-09-19,1003,Household,Semi-Urban,411,14.63387037,1,3
2024-09-20,1005,Snacks,Rural,972,16.76216358,1,4
2024-09-21,1004,Personal Care,Rural,1182,1.770616013,0,5
2024-09-22,1005,Snacks,Semi-Urban,1766,17.56035682,0,6
2024-09-23,1001,Beverages,Urban,1023,5.877190338,1,0
2024-09-24,1001,Beverages,Semi-Urban,1837,13.64054994,0,1
2024-09-25,1003,Household,Semi-Urban,854,16.2067427,0,2
2024-09-26,1002,Dairy,Urban,134,13.59062575,1,3
