date,product_id,region,category,weather_condition,daily_sales,price,promotion
2023-02-19,P0011,North,Furniture,Rainy,79,32.52,1
2023-02-19,P0012,North,Furniture,Rainy,68,93.46,0
2023-02-19,P0013,South,Electronics,Rainy,396,43.57,0
2023-02-19,P0014,South,Groceries,Sunny,165,78.92,0
2023-02-19,P0015,West,Electronics,Sunny,88,98.03,1
2023-02-19,P0016,South,Groceries,Rainy,97,44.81,1
2023-02-19,P0017,North,Furniture,Rainy,68,14.95,0
2023-02-19,P0018,West,Toys,Rainy,21,10.1,1
2023-02-19,P0019,South,Electronics,Sunny,74,53.16,1
2023-02-19,P0020,East,Clothing,Snowy,173,31.3,1
2023-02-19,P0001,North,Electronics,Sunny,168,77.21,0
2023-02-19,P0002,North,Clothing,Snowy,20,92.76,0
2023-02-19,P0003,West,Toys,Rainy,58,37.41,1
2023-02-19,P0004,East,Groceries,Cloudy,280,80.17,0
2023-02-19,P0005,South,Furniture,Sunny,367,26.34,0
2023-02-19,P0006,South,Electronics,Snowy,123,96.95,1
2023-02-19,P0007,North,Electronics,Cloudy,263,57.51,1
2023-02-19,P0008,East,Groceries,Rainy,115,40.85,1
2023-02-19,P0009,North,Furniture,Cloudy,124,83.38,0
2023-02-19,P0010,West,Toys,Sunny,141,13.49,0
2023-02-19,P0011,North,Toys,Sunny,9,36.32,0
2023-02-19,P0012,North,Groceries,Rainy,269,62.87,1
2023-02-19,P0013,West,Groceries,Cloudy,55,57.55,1
2023-02-19,P0014,North,Clothing,Rainy,25,60.34,0
2023-02-19,P0015,South,Furniture,Snowy,60,14.51,1
2023-02-19,P0016,South,Clothing,Rainy,180,98.02,1
2023-02-19,P0017,North,Electronics,Snowy,171,27.15,0
2023-02-19,P0018,South,Toys,Rainy,175,90.13,1
2023-02-19,P0019,East,Clothing,Cloudy,85,40.7,0
2023-02-19,P0020,East,Toys,Snowy,142,52.52,0
2023-02-19,P0001,North,Electronics,Snowy,374,98.4,1
2023-02-19,P0002,West,Toys,Rainy,35,88.56,0
2023-02-19,P0003,East,Clothing,Snowy,63,21.27,0
2023-02-19,P0004,East,Furniture,Snowy,43,55.63,0
2023-02-19,P0005,East,Toys,Rainy,211,57.63,0
2023-02-19,P0006,North,Groceries,Snowy,99,76.34,0
2023-02-19,P0007,North,Groceries,Rainy,406,85.72,0
2023-02-19,P0008,West,Electronics,Sunny,214,76.94,1
2023-02-19,P0009,North,Groceries,Cloudy,60,37.61,1
2023-02-19,P0010,East,Furniture,Snowy,110,35.28,0
2023-02-19,P0011,South,Toys,Rainy,182,33.24,1
2023-02-19,P0012,West,Clothing,Rainy,33,69.03,1
2023-02-19,P0013,East,Electronics,Rainy,218,49.0,1
2023-02-19,P0014,West,Furniture,Snowy,76,33.01,0
2023-02-19,P0015,West,Clothing,Cloudy,131,58.95,0
2023-02-19,P0016,West,Furniture,Snowy,305,61.26,1
2023-02-19,P0017,East,Furniture,Cloudy,168,88.99,0
2023-02-19,P0018,East,Toys,Sunny,42,40.91,1
2023-02-19,P0019,East,Groceries,Rainy,50,31.88,1
2023-02-19,P0020,West,Toys,Snowy,391,93.09,1
2023-02-19,P0001,West,Electronics,Sunny,302,21.5,0
2023-02-19,P0002,West,Furniture,Rainy,298,11.26,0
2023-02-19,P0003,East,Toys,Cloudy,340,80.26,0
2023-02-19,P0004,South,Furniture,Cloudy,22,83.96,1
2023-02-19,P0005,South,Furniture,Rainy,338,46.72,1
2023-02-19,P0006,West,Groceries,Rainy,102,90.33,0
2023-02-19,P0007,West,Electronics,Rainy,161,92.06,0
2023-02-19,P0008,East,Furniture,Rainy,65,58.58,0
2023-02-19,P0009,South,Clothing,Rainy,140,56.13,1
2023-02-19,P0010,South,Clothing,Cloudy,102,15.39,1
2023-02-19,P0011,East,Furniture,Sunny,69,24.82,1
2023-02-19,P0012,East,Electronics,Rainy,62,23.4,0
2023-02-19,P0013,West,Groceries,Cloudy,129,12.42,0
2023-02-19,P0014,East,Groceries,Rainy,32,50.45,0
2023-02-19,P0015,North,Clothing,Rainy,104,44.86,1
2023-02-19,P0016,West,Electronics,Cloudy,109,93.27,1
2023-02-19,P0017,East,Groceries,Sunny,91,75.12,1
2023-02-19,P0018,North,Toys,Sunny,262,79.88,1
2023-02-19,P0019,South,Toys,Cloudy,225,96.77,0
2023-02-19,P0020,West,Groceries,Cloudy,36,54.13,0
2023-02-20,P0001,North,Furniture,Cloudy,86,60.72,0
2023-02-20,P0002,North,Groceries,Snowy,31,75.93,0
2023-02-20,P0003,West,Furniture,Rainy,177,59.15,1
2023-02-20,P0004,West,Clothing,Sunny,116,25.27,0
2023-02-20,P0005,North,Groceries,Cloudy,146,49.91,0
2023-02-20,P0006,West,Groceries,Cloudy,53,37.13,1
2023-02-20,P0007,West,Electronics,Sunny,466,86.41,1
2023-02-20,P0008,West,Toys,Sunny,77,52.63,1
2023-02-20,P0009,East,Groceries,Snowy,15,65.94,1
2023-02-20,P0010,West,Groceries,Cloudy,0,54.36,0
2023-02-20,P0011,West,Furniture,Sunny,17,35.81,1
2023-02-20,P0012,South,Groceries,Sunny,30,67.37,0
2023-02-20,P0013,South,Electronics,Rainy,238,92.55,0
2023-02-20,P0014,South,Clothing,Cloudy,147,84.47,1
2023-02-20,P0015,East,Furniture,Cloudy,12,52.16,1
2023-02-20,P0016,South,Groceries,Rainy,124,86.67,0
2023-02-20,P0017,East,Clothing,Rainy,31,19.29,1
2023-02-20,P0018,East,Furniture,Rainy,189,34.63,1
2023-02-20,P0019,South,Groceries,Rainy,77,23.08,0
2023-02-20,P0020,South,Clothing,Rainy,88,18.23,0
2023-02-20,P0001,West,Furniture,Rainy,142,76.24,1
2023-02-20,P0002,West,Toys,Cloudy,268,71.7,1
2023-02-20,P0003,West,Groceries,Snowy,384,27.95,1
2023-02-20,P0004,South,Toys,Snowy,85,59.38,1
2023-02-20,P0005,North,Toys,Snowy,57,94.72,1
2023-02-20,P0006,East,Toys,Cloudy,4,44.72,0
2023-02-20,P0007,East,Groceries,Snowy,212,37.9,1
2023-02-20,P0008,North,Electronics,Sunny,33,48.78,1
2023-02-20,P0009,North,Furniture,Rainy,63,69.79,1
2023-02-20,P0010,South,Electronics,Cloudy,157,58.68,1
2023-02-20,P0011,South,Furniture,Sunny,433,96.1,1
2023-02-20,P0012,West,Groceries,Snowy,144,12.5,0
2023-02-20,P0013,North,Clothing,Snowy,187,11.68,1
2023-02-20,P0014,West,Clothing,Cloudy,111,98.61,0
2023-02-20,P0015,West,Clothing,Rainy,102,29.47,0
2023-02-20,P0016,West,Groceries,Snowy,59,26.48,0
2023-02-20,P0017,West,Clothing,Rainy,114,21.79,0
2023-02-20,P0018,North,Groceries,Rainy,37,22.57,0
2023-02-20,P0019,South,Toys,Cloudy,161,56.63,1
2023-02-20,P0020,North,Toys,Snowy,229,69.87,1
2023-02-20,P0001,West,Furniture,Sunny,53,83.65,0
2023-02-20,P0002,North,Toys,Snowy,60,50.99,0
2023-02-20,P0003,South,Electronics,Sunny,149,93.29,0
2023-02-20,P0004,West,Clothing,Cloudy,234,77.67,0
2023-02-20,P0005,East,Toys,Rainy,91,71.8,1
2023-02-20,P0006,North,Toys,Rainy,32,90.53,0
2023-02-20,P0007,North,Furniture,Cloudy,13,89.69,1
2023-02-20,P0008,East,Clothing,Rainy,264,60.15,1
2023-02-20,P0009,North,Electronics,Sunny,150,91.97,0
2023-02-20,P0010,West,Groceries,Sunny,123,52.36,1
2023-02-20,P0011,West,Electronics,Snowy,94,13.67,0
2023-02-20,P0012,East,Clothing,Snowy,55,86.57,0
2023-02-20,P0013,East,Furniture,Sunny,88,71.91,0
2023-02-20,P0014,West,Electronics,Cloudy,158,85.27,1
2023-02-20,P0015,West,Furniture,Rainy,33,53.79,1
2023-02-20,P0016,East,Electronics,Snowy,105,54.8,0
2023-02-20,P0017,West,Groceries,Cloudy,26,56.1,1
2023-02-20,P0018,East,Toys,Cloudy,340,19.63,0
2023-02-20,P0019,West,Electronics,Sunny,341,13.44,0
2023-02-20,P0020,East,Clothing,Sunny,7,26.52,0
2023-02-20,P0001,West,Clothing,Cloudy,18,60.95,1
2023-02-20,P0002,North,Electronics,Sunny,19,99.96,0
2023-02-20,P0003,North,Toys,Rainy,24,24.6,0
2023-02-20,P0004,North,Toys,Snowy,340,64.57,0
2023-02-20,P0005,North,Furniture,Snowy,44,58.33,0
2023-02-20,P0006,South,Furniture,Rainy,302,33.77,0
2023-02-20,P0007,South,Furniture,Cloudy,264,75.17,1
2023-02-20,P0008,East,Clothing,Cloudy,287,17.32,1
2023-02-20,P0009,West,Furniture,Snowy,48,36.68,1
2023-02-20,P0010,North,Electronics,Rainy,74,17.27,1
2023-02-20,P0011,West,Toys,Rainy,123,43.35,0
2023-02-20,P0012,South,Groceries,Cloudy,25,89.69,1
2023-02-20,P0013,North,Groceries,Sunny,25,21.16,1
2023-02-20,P0014,South,Clothing,Cloudy,32,91.27,1
2023-02-20,P0015,West,Toys,Rainy,35,78.52,0
2023-02-20,P0016,North,Clothing,Rainy,115,86.03,1
2023-02-20,P0017,North,Electronics,Sunny,252,79.43,0
2023-02-20,P0018,South,Electronics,Cloudy,41,17.36,1
2023-02-20,P0019,West,Toys,Rainy,214,51.98,1
2023-02-20,P0020,East,Electronics,Snowy,72,93.57,0
2023-02-20,P0001,East,Furniture,Snowy,19,35.46,1
2023-02-20,P0002,North,Furniture,Rainy,28,48.92,0
2023-02-20,P0003,West,Toys,Snowy,2,72.45,1
2023-02-20,P0004,North,Toys,Sunny,112,56.33,1
2023-02-20,P0005,South,Electronics,Cloudy,2,23.99,1
2023-02-20,P0006,West,Electronics,Snowy,119,77.79,0
2023-02-20,P0007,South,Toys,Sunny,431,83.51,0
2023-02-20,P0008,North,Clothing,Cloudy,102,51.68,1
2023-02-20,P0009,East,Furniture,Rainy,137,39.85,0
2023-02-20,P0010,North,Clothing,Rainy,272,43.07,0
2023-02-20,P0011,South,Toys,Rainy,38,57.71,1
2023-02-20,P0012,East,Furniture,Sunny,145,37.6,0
2023-02-20,P0013,West,Electronics,Snowy,50,18.01,1
2023-02-20,P0014,North,Furniture,Rainy,154,98.84,1
2023-02-20,P0015,South,Furniture,Snowy,213,70.29,1
2023-02-20,P0016,South,Clothing,Rainy,424,57.1,1
2023-02-20,P0017,North,Furniture,Rainy,71,52.63,1
2023-02-20,P0018,South,Toys,Sunny,78,59.7,1
2023-02-20,P0019,West,Groceries,Rainy,52,64.22,0
2023-02-20,P0020,North,Groceries,Snowy,287,18.79,0
2023-02-21,P0001,South,Toys,Cloudy,85,85.54,0
2023-02-21,P0002,South,Electronics,Sunny,256,71.62,1
2023-02-21,P0003,South,Clothing,Snowy,10,30.52,1
2023-02-21,P0004,West,Electronics,Cloudy,102,50.87,0
2023-02-21,P0005,North,Groceries,Snowy,23,25.28,0
2023-02-21,P0006,West,Clothing,Cloudy,24,60.21,0
2023-02-21,P0007,South,Clothing,Cloudy,42,43.91,1
2023-02-21,P0008,East,Clothing,Rainy,402,55.97,0
2023-02-21,P0009,East,Groceries,Cloudy,338,57.88,1
2023-02-21,P0010,North,Electronics,Rainy,17,40.33,0
2023-02-21,P0011,East,Clothing,Cloudy,134,56.53,1
2023-02-21,P0012,East,Furniture,Rainy,147,72.81,1
2023-02-21,P0013,North,Electronics,Cloudy,218,36.76,1
2023-02-21,P0014,North,Electronics,Rainy,27,97.16,0
2023-02-21,P0015,South,Furniture,Sunny,317,33.68,0
2023-02-21,P0016,East,Electronics,Snowy,62,90.98,1
2023-02-21,P0017,West,Toys,Snowy,323,12.6,1
2023-02-21,P0018,West,Groceries,Cloudy,218,59.93,1
2023-02-21,P0019,West,Clothing,Sunny,153,38.81,0
2023-02-21,P0020,South,Clothing,Rainy,74,94.36,0
2023-02-21,P0001,West,Groceries,Sunny,238,80.06,1
2023-02-21,P0002,South,Toys,Cloudy,117,21.35,1
2023-02-21,P0003,North,Clothing,Rainy,210,60.22,0
2023-02-21,P0004,East,Toys,Cloudy,121,46.39,1
2023-02-21,P0005,North,Toys,Snowy,298,67.95,0
2023-02-21,P0006,West,Clothing,Rainy,105,53.19,1
2023-02-21,P0007,South,Electronics,Snowy,129,43.93,0
2023-02-21,P0008,West,Furniture,Cloudy,296,65.67,0
2023-02-21,P0009,South,Furniture,Cloudy,141,91.18,0
2023-02-21,P0010,South,Clothing,Rainy,71,83.42,1
2023-02-21,P0011,South,Clothing,Cloudy,17,92.02,0
2023-02-21,P0012,West,Furniture,Cloudy,122,71.69,0
2023-02-21,P0013,South,Furniture,Cloudy,157,84.48,0
2023-02-21,P0014,West,Electronics,Sunny,71,32.95,1
2023-02-21,P0015,South,Groceries,Snowy,309,41.61,1
2023-02-21,P0016,South,Furniture,Cloudy,209,61.48,0
2023-02-21,P0017,East,Furniture,Sunny,41,12.54,1
2023-02-21,P0018,South,Furniture,Snowy,305,18.79,0
2023-02-21,P0019,South,Groceries,Sunny,247,22.37,1
2023-02-21,P0020,South,Groceries,Cloudy,189,68.09,1
2023-02-21,P0001,West,Clothing,Cloudy,123,58.01,0
2023-02-21,P0002,West,Clothing,Snowy,313,22.71,0
2023-02-21,P0003,North,Toys,Rainy,16,99.9,1
2023-02-21,P0004,North,Clothing,Rainy,0,53.26,0
2023-02-21,P0005,West,Clothing,Sunny,88,80.27,0
2023-02-21,P0006,East,Furniture,Snowy,219,35.71,0
2023-02-21,P0007,West,Electronics,Sunny,420,51.16,1
2023-02-21,P0008,North,Groceries,Sunny,156,88.54,1
2023-02-21,P0009,East,Electronics,Cloudy,199,75.49,0
2023-02-21,P0010,South,Furniture,Snowy,260,45.15,1
2023-02-21,P0011,West,Furniture,Cloudy,101,54.91,0
2023-02-21,P0012,West,Clothing,Snowy,31,68.38,1
2023-02-21,P0013,East,Groceries,Snowy,26,36.03,1
2023-02-21,P0014,West,Toys,Cloudy,12,52.36,1
2023-02-21,P0015,North,Toys,Snowy,312,90.39,0
2023-02-21,P0016,East,Toys,Snowy,140,54.59,1
2023-02-21,P0017,West,Clothing,Sunny,67,15.8,0
2023-02-21,P0018,East,Electronics,Rainy,268,16.51,0
2023-02-21,P0019,East,Furniture,Cloudy,142,76.66,0
2023-02-21,P0020,West,Electronics,Rainy,134,60.48,0
2023-02-21,P0001,North,Furniture,Cloudy,9,65.02,1
2023-02-21,P0002,East,Furniture,Rainy,58,90.16,1
2023-02-21,P0003,West,Furniture,Cloudy,93,48.44,1
2023-02-21,P0004,East,Electronics,Snowy,26,99.93,1
2023-02-21,P0005,East,Groceries,Rainy,122,39.76,1
2023-02-21,P0006,South,Furniture,Rainy,296,88.76,0
2023-02-21,P0007,West,Toys,Sunny,153,95.12,1
2023-02-21,P0008,East,Electronics,Cloudy,266,68.75,0
2023-02-21,P0009,South,Clothing,Snowy,136,87.36,0
2023-02-21,P0010,South,Groceries,Snowy,67,48.04,1
2023-02-21,P0011,North,Toys,Rainy,97,90.57,0
2023-02-21,P0012,North,Clothing,Sunny,50,91.75,1
2023-02-21,P0013,East,Electronics,Snowy,69,35.31,0
2023-02-21,P0014,West,Groceries,Sunny,50,42.66,1
2023-02-21,P0015,East,Toys,Snowy,3,47.21,1
2023-02-21,P0016,East,Groceries,Rainy,242,33.98,1
2023-02-21,P0017,East,Clothing,Snowy,31,23.4,0
2023-02-21,P0018,North,Electronics,Snowy,18,95.22,0
2023-02-21,P0019,South,Groceries,Sunny,62,90.17,0
2023-02-21,P0020,East,Toys,Cloudy,171,37.38,0
2023-02-21,P0001,East,Toys,Cloudy,201,34.98,0
2023-02-21,P0002,East,Clothing,Snowy,52,78.91,0
2023-02-21,P0003,North,Clothing,Rainy,63,63.94,0
2023-02-21,P0004,East,Groceries,Cloudy,46,79.74,1
2023-02-21,P0005,East,Toys,Rainy,49,66.92,1
2023-02-21,P0006,East,Clothing,Snowy,169,96.98,1
2023-02-21,P0007,North,Toys,Cloudy,14,64.34,0
2023-02-21,P0008,South,Furniture,Cloudy,8,73.71,0
2023-02-21,P0009,West,Furniture,Sunny,98,33.58,0
2023-02-21,P0010,South,Clothing,Snowy,137,16.49,1
2023-02-21,P0011,North,Clothing,Cloudy,25,95.24,1
2023-02-21,P0012,North,Furniture,Cloudy,272,25.32,1
2023-02-21,P0013,West,Clothing,Sunny,239,66.66,1
2023-02-21,P0014,West,Furniture,Rainy,227,42.62,1
2023-02-21,P0015,West,Clothing,Rainy,61,30.98,1
2023-02-21,P0016,West,Toys,Cloudy,68,13.1,0
2023-02-21,P0017,North,Groceries,Cloudy,86,50.34,0
2023-02-21,P0018,West,Electronics,Snowy,91,37.66,0
2023-02-21,P0019,North,Toys,Snowy,180,24.09,0
2023-02-21,P0020,South,Furniture,Cloudy,38,21.37,1
2023-02-22,P0001,North,Furniture,Rainy,87,73.23,1
2023-02-22,P0002,East,Toys,Rainy,158,13.06,1
2023-02-22,P0003,North,Clothing,Sunny,63,77.4,0
2023-02-22,P0004,North,Toys,Snowy,77,35.77,0
2023-02-22,P0005,North,Groceries,Cloudy,145,65.0,0
2023-02-22,P0006,West,Groceries,Snowy,50,46.73,1
2023-02-22,P0007,East,Furniture,Snowy,42,10.15,1
2023-02-22,P0008,East,Clothing,Cloudy,242,28.15,0
2023-02-22,P0009,South,Toys,Rainy,39,17.35,0
2023-02-22,P0010,North,Furniture,Rainy,4,97.41,0
2023-02-22,P0011,East,Groceries,Cloudy,271,85.71,0
2023-02-22,P0012,North,Furniture,Cloudy,129,75.25,0
2023-02-22,P0013,East,Electronics,Sunny,290,72.13,0
2023-02-22,P0014,South,Clothing,Rainy,156,24.18,1
2023-02-22,P0015,East,Groceries,Snowy,109,84.19,1
2023-02-22,P0016,South,Furniture,Snowy,314,46.52,1
2023-02-22,P0017,South,Furniture,Cloudy,169,73.14,1
2023-02-22,P0018,South,Toys,Cloudy,357,39.24,0
2023-02-22,P0019,North,Groceries,Rainy,33,17.38,0
2023-02-22,P0020,West,Clothing,Cloudy,231,67.89,0
2023-02-22,P0001,East,Toys,Sunny,83,84.37,1
2023-02-22,P0002,South,Clothing,Rainy,7,94.18,0
2023-02-22,P0003,East,Furniture,Cloudy,130,63.73,1
2023-02-22,P0004,West,Groceries,Rainy,362,50.53,1
2023-02-22,P0005,South,Groceries,Snowy,237,20.1,0
2023-02-22,P0006,West,Electronics,Rainy,61,39.4,0
2023-02-22,P0007,North,Furniture,Rainy,178,93.73,1
2023-02-22,P0008,East,Clothing,Snowy,405,92.75,1
2023-02-22,P0009,East,Furniture,Cloudy,73,50.28,1
2023-02-22,P0010,East,Furniture,Snowy,11,18.13,0
2023-02-22,P0011,East,Clothing,Cloudy,214,57.89,1
2023-02-22,P0012,North,Clothing,Cloudy,39,94.07,0
2023-02-22,P0013,North,Furniture,Cloudy,57,82.29,0
2023-02-22,P0014,South,Groceries,Snowy,79,56.65,0
2023-02-22,P0015,West,Clothing,Sunny,102,80.31,0
2023-02-22,P0016,West,Toys,Sunny,323,81.03,0
2023-02-22,P0017,North,Furniture,Rainy,129,18.03,1
2023-02-22,P0018,North,Furniture,Cloudy,2,36.51,1
2023-02-22,P0019,South,Toys,Cloudy,70,77.76,0
2023-02-22,P0020,South,Clothing,Sunny,304,92.68,1
2023-02-22,P0001,West,Groceries,Sunny,30,77.8,0
2023-02-22,P0002,North,Groceries,Rainy,161,32.53,0
2023-02-22,P0003,North,Toys,Sunny,72,62.23,0
2023-02-22,P0004,East,Toys,Sunny,193,10.13,1
2023-02-22,P0005,North,Electronics,Rainy,105,69.33,0
2023-02-22,P0006,West,Groceries,Snowy,73,89.65,1
2023-02-22,P0007,West,Groceries,Sunny,262,50.35,0
2023-02-22,P0008,South,Clothing,Cloudy,12,33.27,0
2023-02-22,P0009,South,Furniture,Sunny,278,48.7,0
2023-02-22,P0010,South,Groceries,Cloudy,192,98.13,0
2023-02-22,P0011,East,Furniture,Rainy,128,92.15,0
2023-02-22,P0012,North,Clothing,Rainy,116,40.49,0
2023-02-22,P0013,North,Electronics,Cloudy,60,49.44,1
2023-02-22,P0014,East,Toys,Snowy,20,28.68,1
2023-02-22,P0015,West,Clothing,Sunny,292,45.93,1
2023-02-22,P0016,West,Toys,Cloudy,46,17.16,0
2023-02-22,P0017,South,Clothing,Cloudy,96,37.06,1
2023-02-22,P0018,West,Groceries,Sunny,63,46.35,0
2023-02-22,P0019,West,Groceries,Cloudy,31,33.52,1
2023-02-22,P0020,North,Electronics,Cloudy,276,97.47,0
2023-02-22,P0001,West,Toys,Rainy,47,88.2,0
2023-02-22,P0002,East,Groceries,Sunny,70,39.69,0
2023-02-22,P0003,West,Groceries,Cloudy,116,68.03,0
2023-02-22,P0004,South,Clothing,Rainy,311,15.03,0
2023-02-22,P0005,West,Electronics,Cloudy,120,91.59,0
2023-02-22,P0006,East,Groceries,Snowy,253,21.85,0
2023-02-22,P0007,West,Groceries,Rainy,59,13.2,0
2023-02-22,P0008,North,Groceries,Cloudy,398,75.67,0
2023-02-22,P0009,West,Groceries,Cloudy,27,97.68,1
2023-02-22,P0010,East,Electronics,Rainy,49,23.88,0
2023-02-22,P0011,South,Electronics,Sunny,185,67.79,1
2023-02-22,P0012,South,Furniture,Cloudy,122,38.29,0
2023-02-22,P0013,East,Clothing,Rainy,103,27.24,0
2023-02-22,P0014,East,Clothing,Snowy,135,43.24,1
2023-02-22,P0015,South,Clothing,Cloudy,381,55.9,0
2023-02-22,P0016,East,Groceries,Cloudy,59,12.77,1
2023-02-22,P0017,South,Clothing,Snowy,108,80.39,1
2023-02-22,P0018,East,Groceries,Snowy,234,81.97,0
2023-02-22,P0019,North,Toys,Cloudy,116,47.54,1
2023-02-22,P0020,West,Furniture,Sunny,57,97.02,1
2023-02-22,P0001,East,Toys,Sunny,39,25.71,0
2023-02-22,P0002,South,Furniture,Sunny,38,47.99,0
2023-02-22,P0003,East,Toys,Sunny,48,47.17,0
2023-02-22,P0004,West,Clothing,Cloudy,148,20.92,1
2023-02-22,P0005,West,Electronics,Cloudy,24,19.55,1
2023-02-22,P0006,West,Clothing,Cloudy,159,65.03,0
2023-02-22,P0007,North,Furniture,Snowy,282,18.49,0
2023-02-22,P0008,North,Groceries,Snowy,129,72.85,1
2023-02-22,P0009,North,Groceries,Rainy,30,74.31,0
2023-02-22,P0010,South,Toys,Snowy,53,87.01,0
2023-02-22,P0011,South,Clothing,Snowy,201,60.36,0
2023-02-22,P0012,East,Clothing,Cloudy,58,80.92,0
2023-02-22,P0013,South,Furniture,Rainy,425,34.87,1
2023-02-22,P0014,South,Toys,Sunny,35,98.17,1
2023-02-22,P0015,West,Groceries,Sunny,314,48.11,1
2023-02-22,P0016,North,Electronics,Cloudy,152,99.57,0
2023-02-22,P0017,North,Electronics,Sunny,67,99.13,0
2023-02-22,P0018,North,Toys,Snowy,65,93.83,1
2023-02-22,P0019,South,Clothing,Rainy,11,84.73,1
2023-02-22,P0020,West,Toys,Cloudy,152,14.66,0
2023-02-23,P0001,West,Groceries,Rainy,237,70.85,1
2023-02-23,P0002,South,Electronics,Sunny,266,98.39,0
2023-02-23,P0003,West,Groceries,Rainy,174,78.02,1
2023-02-23,P0004,East,Toys,Rainy,139,55.85,0
2023-02-23,P0005,West,Groceries,Sunny,204,18.78,1
2023-02-23,P0006,South,Toys,Snowy,425,78.64,0
2023-02-23,P0007,South,Clothing,Snowy,138,57.77,0
2023-02-23,P0008,West,Clothing,Sunny,70,37.55,0
2023-02-23,P0009,East,Electronics,Sunny,228,43.88,1
2023-02-23,P0010,South,Furniture,Sunny,93,24.66,0
2023-02-23,P0011,North,Furniture,Rainy,60,23.25,1
2023-02-23,P0012,North,Toys,Cloudy,158,56.84,1
2023-02-23,P0013,South,Furniture,Sunny,235,78.57,0
2023-02-23,P0014,North,Toys,Rainy,288,82.19,1
2023-02-23,P0015,North,Toys,Snowy,60,56.78,0
2023-02-23,P0016,North,Electronics,Sunny,39,18.46,0
2023-02-23,P0017,West,Toys,Snowy,100,18.0,1
2023-02-23,P0018,North,Furniture,Sunny,400,48.62,1
2023-02-23,P0019,East,Toys,Rainy,53,54.35,0
2023-02-23,P0020,West,Furniture,Snowy,93,51.63,0
2023-02-23,P0001,West,Clothing,Sunny,19,74.38,1
2023-02-23,P0002,North,Electronics,Sunny,20,85.84,1
2023-02-23,P0003,South,Furniture,Cloudy,302,19.78,0
2023-02-23,P0004,South,Electronics,Sunny,243,41.08,0
2023-02-23,P0005,West,Electronics,Sunny,17,90.67,1
2023-02-23,P0006,East,Toys,Cloudy,170,32.75,1
2023-02-23,P0007,East,Toys,Rainy,202,91.51,0
2023-02-23,P0008,North,Furniture,Rainy,17,52.63,0
2023-02-23,P0009,South,Toys,Cloudy,128,93.38,0
2023-02-23,P0010,East,Clothing,Snowy,184,57.29,1
2023-02-23,P0011,South,Clothing,Cloudy,18,57.71,0
2023-02-23,P0012,North,Furniture,Snowy,269,46.67,0
2023-02-23,P0013,North,Toys,Snowy,91,18.13,0
2023-02-23,P0014,South,Furniture,Rainy,26,76.13,0
2023-02-23,P0015,North,Electronics,Cloudy,65,96.97,0
2023-02-23,P0016,West,Furniture,Snowy,202,90.49,1
2023-02-23,P0017,South,Groceries,Rainy,235,44.14,0
2023-02-23,P0018,West,Toys,Sunny,114,91.69,1
2023-02-23,P0019,North,Groceries,Snowy,184,42.16,0
2023-02-23,P0020,North,Furniture,Snowy,129,56.51,0
2023-02-23,P0001,North,Groceries,Snowy,6,88.95,0
2023-02-23,P0002,West,Toys,Rainy,271,26.71,0
2023-02-23,P0003,West,Clothing,Snowy,101,37.13,0
2023-02-23,P0004,East,Toys,Cloudy,204,85.13,0
2023-02-23,P0005,South,Groceries,Sunny,100,98.12,0
2023-02-23,P0006,West,Groceries,Cloudy,89,79.26,1
2023-02-23,P0007,East,Clothing,Snowy,21,98.18,0
2023-02-23,P0008,North,Electronics,Sunny,279,37.81,1
2023-02-23,P0009,West,Toys,Sunny,60,46.56,0
2023-02-23,P0010,North,Furniture,Snowy,239,75.2,0
2023-02-23,P0011,North,Clothing,Snowy,39,19.5,1
2023-02-23,P0012,East,Groceries,Sunny,233,27.32,1
2023-02-23,P0013,South,Clothing,Snowy,237,91.42,0
2023-02-23,P0014,West,Electronics,Snowy,88,40.29,1
2023-02-23,P0015,North,Electronics,Snowy,53,96.14,1
2023-02-23,P0016,East,Groceries,Sunny,187,73.24,0
2023-02-23,P0017,East,Electronics,Snowy,37,84.44,1
2023-02-23,P0018,North,Groceries,Snowy,47,76.81,1
2023-02-23,P0019,South,Electronics,Snowy,3,68.31,0
2023-02-23,P0020,North,Clothing,Cloudy,77,96.92,1
2023-02-23,P0001,East,Clothing,Cloudy,165,95.78,0
2023-02-23,P0002,North,Electronics,Sunny,239,90.14,1
2023-02-23,P0003,West,Furniture,Sunny,219,17.64,0
2023-02-23,P0004,South,Toys,Cloudy,98,14.87,0
2023-02-23,P0005,South,Clothing,Cloudy,61,13.16,0
2023-02-23,P0006,West,Clothing,Cloudy,376,94.81,0
2023-02-23,P0007,North,Groceries,Snowy,27,19.31,0
2023-02-23,P0008,North,Clothing,Snowy,61,28.43,1
2023-02-23,P0009,South,Groceries,Sunny,130,18.43,0
2023-02-23,P0010,West,Electronics,Rainy,90,19.84,0
2023-02-23,P0011,West,Electronics,Cloudy,363,34.24,1
2023-02-23,P0012,North,Groceries,Sunny,245,70.9,1
2023-02-23,P0013,East,Electronics,Sunny,202,99.84,1
2023-02-23,P0014,South,Electronics,Snowy,102,99.1,1
2023-02-23,P0015,South,Groceries,Snowy,52,33.14,1
2023-02-23,P0016,West,Toys,Sunny,172,57.3,0
2023-02-23,P0017,North,Furniture,Sunny,17,77.33,0
2023-02-23,P0018,South,Toys,Sunny,157,32.55,1
2023-02-23,P0019,North,Clothing,Cloudy,242,89.89,0
